country,year,sex,age,population,suicides_100k_pop,HDI,gdp_per_capita
Antigua and Barbuda,2002,male,35-54 years,10604,0.0,,10499
Antigua and Barbuda,2002,male,5-14 years,7980,0.0,,10499
Antigua and Barbuda,2002,male,55-74 years,3527,0.0,,10499
Antigua and Barbuda,2002,male,75+ years,1024,0.0,,10499
Antigua and Barbuda,2003,male,55-74 years,3594,27.824151363383418,,10878
Antigua and Barbuda,2003,female,15-24 years,7454,0.0,,10878
Antigua and Barbuda,2003,female,25-34 years,7831,0.0,,10878
Antigua and Barbuda,2003,female,35-54 years,12129,0.0,,10878
Antigua and Barbuda,2003,female,5-14 years,8423,0.0,,10878
Antigua and Barbuda,2003,female,55-74 years,4054,0.0,,10878
Antigua and Barbuda,2003,female,75+ years,1583,0.0,,10878
Antigua and Barbuda,2003,male,15-24 years,6730,0.0,,10878
Antigua and Barbuda,2003,male,25-34 years,6734,0.0,,10878
Antigua and Barbuda,2003,male,35-54 years,10997,0.0,,10878
Antigua and Barbuda,2003,male,5-14 years,8061,0.0,,10878
Antigua and Barbuda,2003,male,75+ years,1068,0.0,,10878
Antigua and Barbuda,2004,male,55-74 years,3665,27.285129604365622,,11535
Antigua and Barbuda,2004,male,35-54 years,11406,8.76731544800982,,11535
Antigua and Barbuda,2004,female,15-24 years,7648,0.0,,11535
Antigua and Barbuda,2004,female,25-34 years,7531,0.0,,11535
Antigua and Barbuda,2004,female,35-54 years,12492,0.0,,11535
Antigua and Barbuda,2004,female,5-14 years,8488,0.0,,11535
Antigua and Barbuda,2004,female,55-74 years,4088,0.0,,11535
Antigua and Barbuda,2004,female,75+ years,1590,0.0,,11535
Antigua and Barbuda,2004,male,15-24 years,6968,0.0,,11535
Antigua and Barbuda,2004,male,25-34 years,6556,0.0,,11535
Antigua and Barbuda,2004,male,5-14 years,8196,0.0,,11535
Antigua and Barbuda,2004,male,75+ years,1094,0.0,,11535
Antigua and Barbuda,2005,female,15-24 years,7780,0.0,,12649
Antigua and Barbuda,2005,female,25-34 years,7327,0.0,,12649
Antigua and Barbuda,2005,female,35-54 years,12835,0.0,,12649
Antigua and Barbuda,2005,female,5-14 years,8584,0.0,,12649
Antigua and Barbuda,2005,female,55-74 years,4157,0.0,,12649
Antigua and Barbuda,2005,female,75+ years,1575,0.0,,12649
Antigua and Barbuda,2005,male,15-24 years,7113,0.0,,12649
Antigua and Barbuda,2005,male,25-34 years,6444,0.0,,12649
Antigua and Barbuda,2005,male,35-54 years,11778,0.0,,12649
Antigua and Barbuda,2005,male,5-14 years,8358,0.0,,12649
Antigua and Barbuda,2005,male,55-74 years,3748,0.0,,12649
Antigua and Barbuda,2005,male,75+ years,1110,0.0,,12649
Antigua and Barbuda,2006,female,15-24 years,7902,0.0,,14114
Antigua and Barbuda,2006,female,25-34 years,7098,0.0,,14114
Antigua and Barbuda,2006,female,35-54 years,13374,0.0,,14114
Antigua and Barbuda,2006,female,5-14 years,8571,0.0,,14114
Antigua and Barbuda,2006,female,55-74 years,4256,0.0,,14114
Antigua and Barbuda,2006,female,75+ years,1573,0.0,,14114
Antigua and Barbuda,2006,male,15-24 years,7239,0.0,,14114
Antigua and Barbuda,2006,male,25-34 years,6319,0.0,,14114
Antigua and Barbuda,2006,male,35-54 years,12202,0.0,,14114
Antigua and Barbuda,2006,male,5-14 years,8485,0.0,,14114
Antigua and Barbuda,2006,male,55-74 years,3847,0.0,,14114
Antigua and Barbuda,2006,male,75+ years,1107,0.0,,14114
Antigua and Barbuda,2007,male,35-54 years,12530,7.980845969672784,,15775
Antigua and Barbuda,2007,female,15-24 years,8013,0.0,,15775
Antigua and Barbuda,2007,female,25-34 years,6962,0.0,,15775
Antigua and Barbuda,2007,female,35-54 years,13860,0.0,,15775
Antigua and Barbuda,2007,female,5-14 years,8555,0.0,,15775
Antigua and Barbuda,2007,female,55-74 years,4400,0.0,,15775
Antigua and Barbuda,2007,female,75+ years,1568,0.0,,15775
Antigua and Barbuda,2007,male,15-24 years,7330,0.0,,15775
Antigua and Barbuda,2007,male,25-34 years,6267,0.0,,15775
Antigua and Barbuda,2007,male,5-14 years,8564,0.0,,15775
Antigua and Barbuda,2007,male,55-74 years,3988,0.0,,15775
Antigua and Barbuda,2007,male,75+ years,1094,0.0,,15775
Antigua and Barbuda,2008,female,15-24 years,8108,0.0,,16238
Antigua and Barbuda,2008,female,25-34 years,6910,0.0,,16238
Antigua and Barbuda,2008,female,35-54 years,14278,0.0,,16238
Antigua and Barbuda,2008,female,5-14 years,8537,0.0,,16238
Antigua and Barbuda,2008,female,55-74 years,4587,0.0,,16238
Antigua and Barbuda,2008,female,75+ years,1567,0.0,,16238
Antigua and Barbuda,2008,male,15-24 years,7404,0.0,,16238
Antigua and Barbuda,2008,male,25-34 years,6274,0.0,,16238
Antigua and Barbuda,2008,male,35-54 years,12782,0.0,,16238
Antigua and Barbuda,2008,male,5-14 years,8599,0.0,,16238
Antigua and Barbuda,2008,male,55-74 years,4158,0.0,,16238
Antigua and Barbuda,2008,male,75+ years,1069,0.0,,16238
Antigua and Barbuda,2009,female,15-24 years,8199,0.0,,14335
Antigua and Barbuda,2009,female,25-34 years,6917,0.0,,14335
Antigua and Barbuda,2009,female,35-54 years,14629,0.0,,14335
Antigua and Barbuda,2009,female,5-14 years,8514,0.0,,14335
Antigua and Barbuda,2009,female,55-74 years,4793,0.0,,14335
Antigua and Barbuda,2009,female,75+ years,1571,0.0,,14335
Antigua and Barbuda,2009,male,15-24 years,7489,0.0,,14335
Antigua and Barbuda,2009,male,25-34 years,6325,0.0,,14335
Antigua and Barbuda,2009,male,35-54 years,12978,0.0,,14335
Antigua and Barbuda,2009,male,5-14 years,8599,0.0,,14335
Antigua and Barbuda,2009,male,55-74 years,4349,0.0,,14335
Antigua and Barbuda,2009,male,75+ years,1042,0.0,,14335
Antigua and Barbuda,2012,female,15-24 years,8435,0.0,0.781,13657
Antigua and Barbuda,2012,female,25-34 years,7215,0.0,0.781,13657
Antigua and Barbuda,2012,female,35-54 years,15193,0.0,0.781,13657
Antigua and Barbuda,2012,female,5-14 years,8401,0.0,0.781,13657
Antigua and Barbuda,2012,female,55-74 years,5512,0.0,0.781,13657
Antigua and Barbuda,2012,female,75+ years,1625,0.0,0.781,13657
Antigua and Barbuda,2012,male,15-24 years,7893,0.0,0.781,13657
Antigua and Barbuda,2012,male,25-34 years,6629,0.0,0.781,13657
Antigua and Barbuda,2012,male,35-54 years,13280,0.0,0.781,13657
Antigua and Barbuda,2012,male,5-14 years,8475,0.0,0.781,13657
Antigua and Barbuda,2012,male,55-74 years,4994,0.0,0.781,13657
Antigua and Barbuda,2012,male,75+ years,1051,0.0,0.781,13657
Antigua and Barbuda,2013,female,15-24 years,8494,0.0,0.781,13287
Antigua and Barbuda,2013,female,25-34 years,7397,0.0,0.781,13287
Antigua and Barbuda,2013,female,35-54 years,15236,0.0,0.781,13287
Antigua and Barbuda,2013,female,5-14 years,8353,0.0,0.781,13287
Antigua and Barbuda,2013,female,55-74 years,5787,0.0,0.781,13287
Antigua and Barbuda,2013,female,75+ years,1652,0.0,0.781,13287
Antigua and Barbuda,2013,male,15-24 years,8061,0.0,0.781,13287
Antigua and Barbuda,2013,male,25-34 years,6782,0.0,0.781,13287
Antigua and Barbuda,2013,male,35-54 years,13302,0.0,0.781,13287
Antigua and Barbuda,2013,male,5-14 years,8405,0.0,0.781,13287
Antigua and Barbuda,2013,male,55-74 years,5238,0.0,0.781,13287
Antigua and Barbuda,2013,male,75+ years,1072,0.0,0.781,13287
Antigua and Barbuda,2014,female,15-24 years,8537,0.0,0.783,14093
Antigua and Barbuda,2014,female,25-34 years,7578,0.0,0.783,14093
Antigua and Barbuda,2014,female,35-54 years,15273,0.0,0.783,14093
Antigua and Barbuda,2014,female,5-14 years,8296,0.0,0.783,14093
Antigua and Barbuda,2014,female,55-74 years,6085,0.0,0.783,14093
Antigua and Barbuda,2014,female,75+ years,1686,0.0,0.783,14093
Antigua and Barbuda,2014,male,15-24 years,8208,0.0,0.783,14093
Antigua and Barbuda,2014,male,25-34 years,6928,0.0,0.783,14093
Antigua and Barbuda,2014,male,35-54 years,13325,0.0,0.783,14093
Antigua and Barbuda,2014,male,5-14 years,8335,0.0,0.783,14093
Antigua and Barbuda,2014,male,55-74 years,5503,0.0,0.783,14093
Antigua and Barbuda,2014,male,75+ years,1083,0.0,0.783,14093
Antigua and Barbuda,2015,female,55-74 years,6403,15.617679212868968,,14853
Antigua and Barbuda,2015,female,15-24 years,8561,0.0,,14853
Antigua and Barbuda,2015,female,25-34 years,7740,0.0,,14853
Antigua and Barbuda,2015,female,35-54 years,15323,0.0,,14853
Antigua and Barbuda,2015,female,5-14 years,8239,0.0,,14853
Antigua and Barbuda,2015,female,75+ years,1724,0.0,,14853
Antigua and Barbuda,2015,male,15-24 years,8331,0.0,,14853
Antigua and Barbuda,2015,male,25-34 years,7059,0.0,,14853
Antigua and Barbuda,2015,male,35-54 years,13370,0.0,,14853
Antigua and Barbuda,2015,male,5-14 years,8268,0.0,,14853
Antigua and Barbuda,2015,male,55-74 years,5784,0.0,,14853
Antigua and Barbuda,2015,male,75+ years,1087,0.0,,14853
Argentina,1985,male,75+ years,363000,55.64738292011019,0.694,3264
Argentina,1985,male,55-74 years,1997000,24.2864296444667,0.694,3264
Argentina,1985,male,35-54 years,3346300,12.371873412425664,0.694,3264
Argentina,1985,female,55-74 years,2304000,9.114583333333334,0.694,3264
Argentina,1985,male,25-34 years,2234200,7.922298809417241,0.694,3264
Argentina,1985,female,75+ years,537000,7.635009310986964,0.694,3264
Argentina,1985,male,15-24 years,2415200,6.4590924147068565,0.694,3264
Argentina,1985,female,35-54 years,3355300,4.232110392513337,0.694,3264
Argentina,1985,female,25-34 years,2185200,2.9745561047043747,0.694,3264
Argentina,1985,female,15-24 years,2354200,2.9309319514059977,0.694,3264
Argentina,1985,male,5-14 years,3044200,0.525589645883976,0.694,3264
Argentina,1985,female,5-14 years,2955200,0.3722252301028695,0.694,3264
Argentina,1986,male,75+ years,365000,63.013698630136986,,4072
Argentina,1986,male,55-74 years,2008300,26.390479510033362,,4072
Argentina,1986,male,35-54 years,3365200,14.204207773683585,,4072
Argentina,1986,male,25-34 years,2246900,9.301704570741911,,4072
Argentina,1986,female,75+ years,540200,8.885597926693817,,4072
Argentina,1986,female,55-74 years,2317100,8.67463639894696,,4072
Argentina,1986,male,15-24 years,2428900,7.657787475812095,,4072
Argentina,1986,female,35-54 years,3374300,5.571525946122159,,4072
Argentina,1986,female,25-34 years,2197600,4.368401892974154,,4072
Argentina,1986,female,15-24 years,2367600,4.265923297854367,,4072
Argentina,1986,male,5-14 years,3061400,0.32664793885150584,,4072
Argentina,1986,female,5-14 years,2971900,0.23553955382078806,,4072
Argentina,1987,male,75+ years,369800,54.08328826392645,,4026
Argentina,1987,male,55-74 years,2034500,26.148930941263206,,4026
Argentina,1987,male,35-54 years,3409100,14.138628963656098,,4026
Argentina,1987,female,75+ years,547000,10.420475319926874,,4026
Argentina,1987,female,55-74 years,2347300,9.542879052528438,,4026
Argentina,1987,male,25-34 years,2276200,8.435111150162552,,4026
Argentina,1987,male,15-24 years,2460600,7.27464845972527,,4026
Argentina,1987,female,35-54 years,3418300,6.114150308632946,,4026
Argentina,1987,female,25-34 years,2226200,3.99784385949151,,4026
Argentina,1987,female,15-24 years,2398400,3.8775850567044694,,4026
Argentina,1987,male,5-14 years,3101300,0.4836681391674459,,4026
Argentina,1987,female,5-14 years,3010700,0.4650081376424087,,4026
Argentina,1988,male,75+ years,392000,55.10204081632653,,4458
Argentina,1988,male,55-74 years,2079000,26.455026455026456,,4458
Argentina,1988,male,35-54 years,3503000,13.61689980017128,,4458
Argentina,1988,female,75+ years,602000,10.132890365448505,,4458
Argentina,1988,female,55-74 years,2412000,9.660033167495854,,4458
Argentina,1988,male,25-34 years,2276000,9.44639718804921,,4458
Argentina,1988,male,15-24 years,2524000,8.35974643423138,,4458
Argentina,1988,female,35-54 years,3508000,5.6442417331813,,4458
Argentina,1988,female,15-24 years,2459000,4.107360715738105,,4458
Argentina,1988,female,25-34 years,2228000,2.7378815080789947,,4458
Argentina,1988,male,5-14 years,3210000,0.6230529595015577,,4458
Argentina,1988,female,5-14 years,3115000,0.3531300160513644,,4458
Argentina,1989,male,75+ years,400000,51.99999999999999,,2670
Argentina,1989,male,55-74 years,2105000,26.033254156769598,,2670
Argentina,1989,male,35-54 years,3561000,12.973883740522325,,2670
Argentina,1989,female,75+ years,622000,10.45016077170418,,2670
Argentina,1989,male,25-34 years,2287000,9.575863576738085,,2670
Argentina,1989,female,55-74 years,2446000,8.21749795584628,,2670
Argentina,1989,male,15-24 years,2575000,7.223300970873787,,2670
Argentina,1989,female,35-54 years,3563000,4.658995228739826,,2670
Argentina,1989,female,25-34 years,2240000,3.7053571428571432,,2670
Argentina,1989,female,15-24 years,2509000,3.1885213232363494,,2670
Argentina,1989,male,5-14 years,3245000,0.5546995377503852,,2670
Argentina,1989,female,5-14 years,3149000,0.3493172435693871,,2670
Argentina,1990,male,75+ years,411100,54.97445876915593,0.705,4859
Argentina,1990,male,55-74 years,2128000,23.590225563909776,0.705,4859
Argentina,1990,male,35-54 years,3619000,12.130422768720642,0.705,4859
Argentina,1990,female,75+ years,643000,9.486780715396579,0.705,4859
Argentina,1990,male,25-34 years,2297000,7.923378319547236,0.705,4859
Argentina,1990,female,55-74 years,2477000,7.670569236980217,0.705,4859
Argentina,1990,male,15-24 years,2635000,6.603415559772296,0.705,4859
Argentina,1990,female,35-54 years,3622000,4.500276090557703,0.705,4859
Argentina,1990,female,15-24 years,2568000,3.5436137071651093,0.705,4859
Argentina,1990,female,25-34 years,2251000,3.376277210128831,0.705,4859
Argentina,1990,male,5-14 years,3269000,0.672988681553992,0.705,4859
Argentina,1990,female,5-14 years,3171000,0.4415011037527594,0.705,4859
Argentina,1991,male,75+ years,396000,46.464646464646464,,6404
Argentina,1991,male,55-74 years,2130000,21.079812206572768,,6404
Argentina,1991,male,35-54 years,3580000,11.117318435754191,,6404
Argentina,1991,male,25-34 years,2277000,9.398331137461572,,6404
Argentina,1991,female,75+ years,658000,7.598784194528876,,6404
Argentina,1991,female,55-74 years,2508000,6.738437001594897,,6404
Argentina,1991,male,15-24 years,2738000,6.537618699780862,,6404
Argentina,1991,female,35-54 years,3691000,3.603359523164454,,6404
Argentina,1991,female,25-34 years,2310000,3.3333333333333335,,6404
Argentina,1991,female,15-24 years,2689000,2.268501301599107,,6404
Argentina,1991,male,5-14 years,3369000,0.8311071534579995,,6404
Argentina,1991,female,5-14 years,3277000,0.274641440341776,,6404
Argentina,1992,male,75+ years,404900,47.91306495430971,,7615
Argentina,1992,male,55-74 years,2150500,23.250406882120437,,7615
Argentina,1992,male,35-54 years,3616600,13.493336282696454,,7615
Argentina,1992,male,25-34 years,2306200,9.843031827248288,,7615
Argentina,1992,male,15-24 years,2834100,8.785857944320949,,7615
Argentina,1992,female,75+ years,678000,6.784660766961652,,7615
Argentina,1992,female,55-74 years,2538400,5.791049479987394,,7615
Argentina,1992,female,35-54 years,3755500,3.727865796831314,,7615
Argentina,1992,female,25-34 years,2329100,3.391868103559315,,7615
Argentina,1992,female,15-24 years,2783500,2.838153403987785,,7615
Argentina,1992,male,5-14 years,3371800,0.6524704905391779,,7615
Argentina,1992,female,5-14 years,3276800,0.396728515625,,7615
Argentina,1993,male,75+ years,413600,55.36750483558995,,7768
Argentina,1993,male,55-74 years,2171500,23.946580704582086,,7768
Argentina,1993,male,35-54 years,3672300,13.479290907605586,,7768
Argentina,1993,male,25-34 years,2336300,9.973034284980525,,7768
Argentina,1993,female,75+ years,698400,8.304696449026345,,7768
Argentina,1993,male,15-24 years,2932300,8.014186815810115,,7768
Argentina,1993,female,55-74 years,2568300,4.905968928863451,,7768
Argentina,1993,female,35-54 years,3820400,3.769238823159878,,7768
Argentina,1993,female,25-34 years,2347800,3.237073004514865,,7768
Argentina,1993,female,15-24 years,2879300,2.5353384503177856,,7768
Argentina,1993,male,5-14 years,3367500,0.7423904974016332,,7768
Argentina,1993,female,5-14 years,3269800,0.4893265643158603,,7768
Argentina,1994,male,75+ years,423100,45.37934294493027,,8328
Argentina,1994,male,55-74 years,2192500,23.21550741163056,,8328
Argentina,1994,male,35-54 years,3729600,14.13020163020163,,8328
Argentina,1994,male,25-34 years,2369000,9.53989024905023,,8328
Argentina,1994,male,15-24 years,3027200,8.25845665961945,,8328
Argentina,1994,female,55-74 years,2597400,5.197505197505198,,8328
Argentina,1994,female,75+ years,719700,4.7241906349868,,8328
Argentina,1994,female,35-54 years,3885600,4.117768169652049,,8328
Argentina,1994,female,15-24 years,2971300,3.298219634503416,,8328
Argentina,1994,female,25-34 years,2369900,3.0381028735389677,,8328
Argentina,1994,male,5-14 years,3363000,0.8028545941123997,,8328
Argentina,1994,female,5-14 years,3262900,0.337123417818505,,8328
Argentina,1995,male,75+ years,433800,43.7989857076994,0.731,8232
Argentina,1995,male,55-74 years,2214000,23.261065943992772,0.731,8232
Argentina,1995,male,35-54 years,3787800,12.804266328739637,0.731,8232
Argentina,1995,male,25-34 years,2404900,9.064825980290241,0.731,8232
Argentina,1995,male,15-24 years,3112100,8.900742264066066,0.731,8232
Argentina,1995,female,75+ years,742200,6.601994071678793,0.731,8232
Argentina,1995,female,55-74 years,2625900,5.1030123005445756,0.731,8232
Argentina,1995,female,35-54 years,3950100,3.5188982557403614,0.731,8232
Argentina,1995,female,15-24 years,3053300,3.3078963744145677,0.731,8232
Argentina,1995,female,25-34 years,2396900,2.586674454503734,0.731,8232
Argentina,1995,female,5-14 years,3261100,0.5826254944650577,0.731,8232
Argentina,1995,male,5-14 years,3363300,0.445990545000446,0.731,8232
Argentina,1996,male,75+ years,445800,42.395693135935396,,8563
Argentina,1996,male,55-74 years,2235900,20.752269779507134,,8563
Argentina,1996,male,35-54 years,3847300,13.619941257505264,,8563
Argentina,1996,male,25-34 years,2442900,9.251299684800852,,8563
Argentina,1996,male,15-24 years,3185600,8.789552988448017,,8563
Argentina,1996,female,75+ years,766100,7.701344472001044,,8563
Argentina,1996,female,55-74 years,2653800,4.936317733062024,,8563
Argentina,1996,female,35-54 years,4014100,4.384544480705514,,8563
Argentina,1996,female,15-24 years,3123600,3.3615059546676913,,8563
Argentina,1996,female,25-34 years,2428400,2.1413276231263385,,8563
Argentina,1996,male,5-14 years,3370400,0.41538096368383576,,8563
Argentina,1996,female,5-14 years,3266800,0.275498959226154,,8563
Argentina,1997,male,75+ years,490152,39.78357733927435,,9057
Argentina,1997,male,55-74 years,2252148,20.291739264027054,,9057
Argentina,1997,male,35-54 years,3934581,12.7332491058133,,9057
Argentina,1997,male,25-34 years,2460112,8.658142393517043,,9057
Argentina,1997,male,15-24 years,3198193,8.129590678236116,,9057
Argentina,1997,female,75+ years,854095,5.502900731183299,,9057
Argentina,1997,female,55-74 years,2668528,4.909073466720229,,9057
Argentina,1997,female,35-54 years,4083427,4.040723637278198,,9057
Argentina,1997,female,15-24 years,3161000,3.5748180955393862,,9057
Argentina,1997,female,25-34 years,2474330,2.909878633811981,,9057
Argentina,1997,male,5-14 years,3429860,0.5539584706081297,,9057
